content,score,sentimen
Aplikasi apa in,1,0
Siip,1,0
"Llql,,,,,,",2,0
Bodol aplikasine,1,0
Ku kurangin Bintang nya.. Karna Proses sangat lama..,3,0
Woy jangan ikut campur dong kalo mau download di google mesti munculnya apk eek ini sori aku lagi kesel,1,0
Sangat kecewa!!!!!!,1,0
"Tokopedia tolong dong, saya belum muncul sertifikatnya krn harus kasih ulasan, saya kasih ulasan setiap hari saya coba tulisannya gagal memberi ulasan. Saya uninstall saya install lagi tetep sama aja. Dikontak semuanya gaada jawaban. Solusinya gimana? Maunya apa?",1,0
"hai..? ada apa denganmu tokopedia ,,kemaren saya suka aplikasimu ,,sekarang mo beli ikan saja susah alias stop order,,apa saya harus pindah ke aplikasi laen ,,, mikir dong notifnya aja selalu ada selalu bisa ,,,jujur saya mulai g enjoy diapl ini tidak bisa penuhi kebutuhan saya . buat si cepat kalo g nerima brupa prodak cair kenapa ? apa jgn2 orderanmu dah ramai jd jual mahal pilah pilih ,,,sombong amat dah punya nama",1,0
Uninstalled lah kecewa,1,0
"Semua toko online saya download,dari semua applikasi toko online hanya tokopedia yang keamananya kurang,fitur bantuanya pun sangat minim dan kurang membantu,fitur pengiriman juga paling riskan,karena tidak mencantumkan nama kurir dan no tlp kurir,jadi saat ada sesuatu terjadi dengan pesanan kt,kita tidak bs melakukan apa2 kecuali komplain kepihak tokped,dengan menu komplain yg jg sangat tidak membantu,kedepanya tolong buat pihak tokped untuk memperbaiki fitur agar pembeli lebih merasa aman.",1,0
Mantap,3,0
Ambyarrrr.... Gx ada notifikasi.. tau 2 ovo point hilang 140rb... Cek di ovo ada pembelian di tokopedia.. Lah cek di Tokopedia tidak ada transaksi yg 140rb...,1,0
Coba dlu,2,0
Apakah ada yang sama ketika menjadikan tokped sebagai mitra pelatihan dan membeli pelatihan sampai dapat sertifikat namun belum sinkron dengan akun prakerja sudah lebih dari 7x24 jam? malah kesalip sama temen yang pake bukalapak dan sekolah.mu yang sudah selesai sampai ke tahap transfer insentif. Semoga pengalaman ini dapat dijadikan referensi buat teman2 yang lain.,1,0
"Mau tanya doong, di tokopedia kita bisa jd dropshipper gaak?",2,0
Mana ni pihak tokopedia barang saya belom sampe2 udah 2minggu lebih sampe skrang belom sampe2 dari toko nya kaga ada respon nya tolong dong di kirim atas nama Muhammad Ilham,1,0
blm pernah belanja,1,0
"Update mulu ya... Selalu eror ketika buka keranjang, :'(",2,0
"Top up driver di riwayat berhasil tpi ketika memasukkan kode top up ke aplikasi grab tidak bisa/gagal... Sudah seminggu buat laporan tpi hanya ada dibalas laporanmu akan ditutup... Udh mengajukan refund kaga ada solusi Nye nih payah lah,awal nya percaya pas kek bgini bikin kepercayaan hilang",3,0
Oke,3,0
Klo besok blm muncul jga sertifikat akun prakerja saya ..sya B1.. Ini sdh lbh dari 7× 24 jam ..memang tokped yg kerja nya lambat.. gk ada respon terhadap keluhan semua pengguna kartu prakerja .. 😓,3,0
Bagus,3,0
Ongkir nya kemahalan boz,1,0
Kontol,1,0
In,3,0
Aye kecewa,1,0
Aplikasi ini kadang suka ngelek padahal jaringan stabil..,3,0
"Ngasih kupon banyak, dibuat transaksi bisa, setelah sukses transaksi gag dapet apa apa, alasan a b c d sampai z, kalau emang gag bisa ya tidak usah ngasih kupon lah dari awal.",1,0
Kurir bermasalah nunggunya lama klo komplain..,3,0
Saya sdh beli paket pelatihan prakerja dgn nilai 350k nama pelatihan G2 Academy excel microsofe dan saldo di akun prakerja saya sdh terpotong utk biaya pelatihan tetapi saya kesulitan utk masuk kedlm pelatihan di tokopedia.. Mohon petunjuknya dan saya sdh whatsapp tokopedia tp tdk ada responnya. Terima kasih...Tolong bantu saya krna saya lg mengikuti program prakerja saya sdh beli paket pelatihan ditokopedia tp tdk ada voucher pembelian pd hal saldo akun saya sdh terpotong senilai 350k,1,0
ga ada layanan COD....,2,0
terima kasih,1,0
"Tadinya saya berniat mau mendownload apk ini. Begitu baca komentator banyak yang KECEWA, saya urungkan niat saya utk mendownload Wkwkwkwkwk...",2,0
Astin rahayu,3,0
"Susah update, selalu berhenti sebelum 100% terus gagal, diulang-ulang juga sama",3,0
Barang gk bagus,1,0
"Bagaimana ini untuk pembayarannya, sebelumnya saya selalu gunakan debit tapi sekarang banyak toko yg tidak bisa. Jadi males belanja lagi kalau untuk pembayaran saja susah. Dan untuk melihat gambar harus loading agak lama padahal sinyal lagi kenceng.. 🙁",3,0
Komplit isinya....pakai Aplikasi Tokopedia semuanya jadi mudah...tapi ada satu yang perlu diperbaiki...untuk pengisian rating dan ulasan setelah transaksi jangan dibatasi hanya satu kali..karena yang bertransaksi pakai kartu prakerja harus ngisi ulasan dan rating sebanyak dua kali untuk syarat insentif cair...ini bakal jadi kendala buat kami pemilik kartu prakerja yang bertransaksi di Tokopedia...semoga segera ada solusi..biar insentif kami bisa cair...dan bisa bertransaksi lagi di Tokopedia...,3,0
Lumayan😅😁,2,0
"Di upgrade kok tidak bisa di pakai ya, terjadi kesalahan??",1,0
Aplikasi udah dihapus masih aja nempel anjim,1,0
Tokopedia tolong dong sya sudah melewati smua tahapan pelatihan prakerja ..tgl mmberi ulasan tentang pelatihan yg sya beli dari Tokopedia tetapi ga da riwayat pembelian dan email tak bsa masuk..tolong donk bntuannya,3,0
IKLAN LO BIKIN EMOSI !!,1,0
Proses lama sekali gelombang 4 sudah 2 minggu lebih belum muncul juga di dashboard,1,0
"Optimalisasi buruk, untuk membukanya saja lambat sekali",1,0
banget banget banget banget banget,1,0
Memakai aplikasi Tokopedia ini menjadi lebih mudah belanja online nya 😊,1,0
"Tolong dong untuk pihak tokopedia tegur toko yang memasang barang yang kosong di etalase tokonya, ini sangat menyusahkan pembeli ( setiap kali mau beli dan dibayar selalu batal alasannya barang yang dibeli kosong )",1,0
Cacat data pelanggan bisa bocor nub,1,0
"Admin bagaimana ini pesanan saya, penjual nya offline sudah 2 hari, sementara batas waktu cancel automatis nya menurut saya terlalu lama, saya merasa rugi di waktu, tolong di tanggapi. Trimakasih",1,0
C55c bngi nonoby dengan kxc5x,3,0
ribet aplikasi nya,1,0
Dikasih taiga Duluth,3,0
Rff Cdd fftuF red d dengan sssss,3,0
"saya beli pelatihan di toko pedia dengan kartu prakerja saya,tpi kode voucher nya gak di kirim sampai skarang,bisa minta dikirim lagi tidak?saya tidak bisa ikut pelatihan yang lain selama pelatihan yg ini blum beres",3,0
kenapa sekarang saya kalau buka apl toped home blank putih ya,3,0
Saya sudah beli pelatihan di sini tapi kenapa tidak ada riwayat transaksi ny tolong dong gimana cara ny soal ny saya mau beri ranting dan ulasan sebagai syarat sertifikat prakerja,1,0
Tolong kalau COD gratis ongkir dong plisssssss😆😆😆😆😧,3,0
"Makin buruk aja nih aplikasi, update posisi paket saat di lacak ternyata paket masih diam di situ2 aja, tolong perbaiki lah, supaya saat di lacak keberadaan paket bisa jelas posisinya,,, kalo masih tetap begini, terpaksa uninstal aja,,,",1,0
Kasih satu bintang dari total lima bintang. Sisa 4 bintang sudah saya JUAL & GADEI kpd kepentingan/kebutuhan tengkulak asing.,1,0
Kasih bintang 3 dulu soal nya baru pake aplikasi ini,3,0
Bagus,1,0
"Terima kasih.. 🙏 Sudah menyediakan pelatihan untuk skill academy, tapi kenapa ya? Sudah 7 hari, sertifikat belum juga muncul di dashboard prakerja. Mohon segera diproses ya. 🙏",3,0
Jelek,1,0
"Terlalu sering update apk,sehingga bikin kuota boros..bikin memori penuh",1,0
ngelihat keluhan pelangan bikin gak nyaman dan berpaling ke toko sebelah,1,0
"Berbahaya hati hati bagi penjual, ini sangat prioritas bagi pembeli bukan penjual, prioritas penjual ada di toko fisik atau toko yg tidak jual online,jika pembeli tidak jujur sangat di prioritaskan bagi pembeli maka pembeli lah yang menang.",1,0
"Jangan reklame kalian mengganggu kenyamanan orang , koreksi aja diri",1,0
Emg tokopediia muurahan iklan dia byk bgt gw mo download cuma mo protes di google byk bgt iklan nya dasar apk murahan👎👎👎👎🖕🖕🖕🖕🖕🖕,1,0
Saya kecewa sama tokopedia pengiriman lama jadi males belanja di sini,1,0
TOKOMAKMUUUAAAAA,1,0
"Mau upload barang kenapa gk bisa ya? Ada keterangan ""versi desktop"" itu maksudnya gmn ya?",1,0
Baru mencoba,3,0
"Tingkatkan kenyamanan dalam proses barang. kirim barang yg terlalu lama diproses pelapak. Entah karena proses nya atau karena pelapak yg nakal dengan sengaja mengada2 barang dan ternyata tidak ada. Tingkatkan keamanan dan kenyamanan sebagai pembeli, agar barang yg dibeli memang jelas benar adanya. Terimakasih",2,0
"Aplikasi gak jelas.memberikan promo dengan syarat gak masuk akal.Jika mau memberikan promo cashback harap profesional,jangan di saat sudah transaksi tapi tidak memberikan cashback dengan alasan yg gak masuk akal.Dan saya kecewa berat karna sudah membeli hp samsung dengan harga baru tapi dapat barang second.dan keterangan hp baru garansi resmi tapi isi dalam nya barang bekas.Harap berhati-hati berbelanja di online. Pengalaman buat yg suka belanja dan suka tergiur sama promo2 gak jelas kayak ini😡",1,0
cepat transaksi nya,3,0
Wsz Sclz,3,0
sudah 100 ehhh tiba2 nggak bisa di instal,1,0
Jelekkkkkkkkkkkk,1,0
Gak bisa cod ya??,1,0
"Udah capek2 isi data buat metode pembayan. Udah selesai malah ada tulisan ""terjadi kesalahan""",1,0
Aplikasi tukang sunat,1,0
Maaf sebelumnya saya beli paket data smartfren sudah saya transfer tp statusnya masih menunggu pembayaran padahal di struk pembayaran m banking saya sudah terpotong saldonya,3,0
Smga tdk mngecewakan,3,0
Download gk jadi jadi udahb2 hsri muter miter aja,1,0
"Percuma ngirim notipikasi ke akun saya karna saya tidak bisa membuka toped selalu gangguan pada server,ganguan d rumah toped n cek koneksi internet",1,0
UPDATE MULUUUUUU BELUM SEMINGGU DI UPDATE!!,2,0
Saya gk hbis fikir sekelas tokopedia keprofesional nya..yg pertama saldo di transfer ke rekening tidak masuk .tapi di akun saldo tidak ada. Yang kedua pembiaran pelapak memajang barang padahal setok tidak ada tapi uang d terima seharus.pihak pelapak langsung cansle dan uang nya kembali ke saldo akun pembeli..cara kerja lambat..saya kecewa sbgai pelanggan. Fitur COD kurang berfungsi Tolong d tindak lanjuti...uang nya jadi tidak bisa untuk beli barang yg saya inginkan UANGNYA KMN..???,2,0
Susah,3,0
Perlu tingkatkan keamanan data2 pengguna.,3,0
APLIKASI NYA BAGUS,3,0
Anjai ko ga bisa yy tolong di perbaiki lagi aplikasi ini,1,0
Loading terus,1,0
Aplikasi babi ngentod anjing kampret bangsat barang kg sampe sampe udah 5 bulan tolol gua lagi sholat lu telpon pas udah selesai sholat gua telpon balik sampe 89 kali kg di angkat ngentot ngabisin pulsa lu anjing bangle bangsat kali lu kg ada otak apa gimana kontol kali kau anjing tau goblog lu,1,0
"saya sdh beli pelatihan prakerja di tokopedia, senilai 215000, tp riwayat transaksi tidak ada, apalagi kode voucher tidak ada laporan diemail atau tokopedia... sedangkan saldo prakerja sdh terpotong, bagaimana ini solusinya.....mau coba ulang beli pelatihan lg keterangan disitu harus selesaikan pelatihan yg lama, tp diplatform tidak ada laporan pembelian.....",1,0
"Katanya pengguna baru dapet gratis ongkir eh pas dipakai gratis ongkir dan belanja udah cek out malah di batalin Tokopedia, parah banget , jadi ga jadi dah belanja disini udah terlanjur kecewa,",1,0
Ffft,2,0
"min, kok abis update versi terbaru saya ga bisa ngecek pesanan saya di tools notifikasi atopun di tools akun? Gimana saya bisa update pesanan saya. Makasi min",3,0
"Sering menampilkan barang murah padahal stoknya sdh habis,bahkan uang pembayaran pun tidak dikembalikan...ribet",1,0
puas,3,0
"Data saya terlindungi tdk saya udh verif email dan nmr telepon di toped,masalahnya di email sya verif akun bank",1,0
"Kebanyakan spam di internet, kalau cari pelanggan jangan kaya gitu dong, capek keluar dr spam internet yg lain",1,0
"kapan ""darmode"" ya.....mngkin lbh bgus tampilannya.",1,0
Jjjjjjgggfssshjkhgdshirryu Tri gd yuk get yg ggjg tu ku guru yg n ku tv yg jg dgn i ttg yg ku h by yg i yg ini yg ku yg i yg dr ni ITB i tv y rd FC ku RB ni tv Ki tv UI tv out the tree wet i itu eh tv ih tv y Ed ni 3 Bu tby egg ni RB BG RT,3,0
m.azzam m.azzam,1,0
ganti metode pembayaran tidak bisa terus,1,0
"Saldo OVO sudah berkurang tapi paket data tidak masuk masuk, sebaiknya otomatis refund jika paket data tidak masuk, kalau begini tiap kali beli pulsa atau paket data harus komplain dulu dan saldo tidak direfund seolah lepas tanggung jawab ya.. kapok beli pulsa ditokopedia 😒",1,0
"Saya yakin, banyak pengguna tokopedia beralih ke aplikasi lain... Karna dulu tokopedia bagus, ehhh lama kelamaan sama dengan toko sebelah nya, kadang salah kirim, kadang katanya free ongkir malah ada ongkir lain, datang barang terlalu lama... Jika ingin tetap menjaga pelanggan, buat lah management yg bagus...terus terang istri saya dulu pengguna tokopedia, karna dulu dia pesan barang tapi penjual salah kirim ukuran celana, dari situ istri saya tidak pernah lagi dan menghapus aplikasi ini",1,0
Baru cuba,2,0
"Mohon beri pembaharuan tentang imei yang kadang tidak terdeteksi saat tukar tambah, untuk farian realme 5i tidak terdeteksi.",3,0
Kok malah masalah jaringan mulu ya tokped setelah update ? gmna mau make apps nya klu gtu,2,0
ok,1,0
sistem pembayran dan pilihan pengiriman barang nya ga bisa pakai bebas ongkir,3,0
Kebnyakan iklan anjing lu,1,0
saya kesusahan baru pertama kali mau beli token,3,0
kurang merespon dalam menanggapi komplain pelanggan,1,0
Apk gak jelas pepek buka sosmed lancar lancar aja pas buka ini apk gak jelas koneksi buruk terus cok,1,0
"Kaloo ngasik iklan itu jangan Berlebihan woyyy.... Aku mulai resah goblok, setiap mau download mesti nyambungnya ke Sini,mau apa² mesti kesini.... Tolong lah hargaiii.... Mesti bikin emosii muluuuu,.... Kalau udh mulai pelanggan/penjual di Tokopedia mulai dikit yah promosi apa gituu jan buat iklan yang bikin risih suuu..",1,0
coba dulu soalnya pas ambil platihan gk dikirm setifikatnya,2,0
Terlalu mahal di ongkir,1,0
Aplikasi nya jelek banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!tapi boong hayyuk papalepapalepap,2,0
Soso,3,0
Awalnya gaada masalah ketika saya beli pelatihan disini pake prakerja.lalu pelatihan pun udah saya ikutin smpek selesai tapi knpaa sertifikat yg terakhir gak muncul2 ke Dashboard katanya antara 3-7 hari tapi udah di tunggu lah ga muncul2 gimana sihh aahh .,2,0
"Jelek tukang bokar bokar arsip orang ! Kontol kontol kontol ngaceng .tukang ngobrak ngabrik bangun, ...",1,0
22sd2😉😉😉😁,1,0
C s s,3,0
"Kenapa yaa untuk klaim pembatalan orderan lama sekali? Sy order tgl 5, seller tidak mengirimkan barang sampai tanggal 14 ini status ""gagal pickup"" sudah mengajukan komplain dari beberapa hari yg lalu, dijanjikan terus mau diinvestigasi. Padahal jelas2 seller gak kirim barang sampai maksimal waktu yg ditentukan. Sampai hari ini pun masih suruh nunggu 7 hari kerja lagi. Padahal sudah sy cek resi, status ""gagal pickup"". Seharusnya sudah otomatis batal, dan dana saya dikembalikan otomatis",2,0
"WOUYY,IKLANNN NYAAA KIRA² DONKK ASUUUU..... NGK TENANG GUAAA DOWNLOAD ANIME NGEMTOT",1,0
", kesel lah pop up nya tiap nonton film ganggu,",1,0
Iklan nya bertebaran dimna-mna jdi ganggu lgi browsing aja,1,0
"Min.. halaman akun toko saya kok jadi hilang? Saya tidak bisa instal 2 aplikasi tokopedia dan tokopedia seller karena keterbatasan memori hp. Jadi saya hanya menggunakan 1 aplikasi ini saja yang bisa berfungsi sebagai pembeli sekaligus penjual. Tapi baru saja halaman akun toko saya tidak ada, chat dan ulasan sebagai penjual juga tidak ada. Saya masih bisa merubah detail produk jika saya search produk/toko saya. Tapi bagaimana jika nanti ada pesanan/chat yang masuk sebagai penjual?",2,0
"Ngeselin banget, sertifikat belum muncul, terus gak ada nomer wa tokpednya, padahal saya kerjain kelasnya pada tanggal 20 Oktober, tapi ini sudah tanggal 2 November, parah lah tokped, kecewa saya",1,0
GAME BURIK 8 BIT SAKIT MATA PAKE INSTO GAK ADA PINTU HANCUR SEMUA ISI GAME NYA,1,0
"knapa tidak bisa memasukkan no telp yang ada OVO ke apps toped, ...",3,0
"Jaringan internet terputus mulu,parah bnget",1,0
Oke,1,0
Lumayan,3,0
Iiih kok nginstal nya lama banget sih😡,1,0
Apa2n tokopedia... Udh jelas2 d bayar.. Malah d batalin... Males belanja dsni lg... Rugiiii,1,0
"Terima kasih Tokopedia Tapi kenapa di skill academy udah muncul sertifikat nya,di dashboard prakerja belum ya..",3,0
Tolong di perbaiki dong tokopedia nya Awalnya bagus tapi pas udh kelaman kok makin gk jelas pas saya mau top up gk bisa belanja juga gk bisa padahal paket data baru beli tolong diperbaiki lagi yak dengan baik Terima kasih,1,0
Fitur langsung laku tidak dapat menampilkan HP saya,1,0
Aku coba dulu,3,0
kasih 3 bintang dulu ya,3,0
Jadi ragu mau transaksi sm apk nya setelah di update,2,0
Kenapa untuk konfirmasi alamat aja susah banget..padahal sudah ada di peta,1,0
Barang belom sampe tapi status selesai Padahal udah pake grab same day tapi 2 hari ga sampe sampe .... siap siap uninstal,1,0
Aplikasinya mudah kebocoran data,2,0
Apk pembajak situs bngsd,1,0
"Blunder ente kerjasama sama sicepat! Lemot sekali pengirimannya, ganti lah pakai pos malah lebih cepat. Sementara B1 dulu",1,0
Kenapa ya saya membeli barang ada tulisannya COD tidak bisa melakukan Pembayaran dengan COD. Dan saya cek di menu lanjutnya di Cod . kalau Cod tidak bisa menerima fitur menabung emas. Nah bagaimana caranya menghapus fitur tabungan emas.....,3,0
Di tokped masih ada penipuan yah... Anjir,1,0
Udah di terima transfernya sama penjual... Malah penjualan di batalkan maksdnya apa Lah ini aplikasi asli tidak.. wong aku pake aplikasi ini ko..,1,0
Aplikasi banyak pembobolan aneh,1,0
Di tulisan nya bebas ongkir begitu diliat harus bayar ongkir,2,0
"Ini kenapa ya Saaat saya berbelanja kok sampai skarang blm pernah di antar ya, padahal sudah saya bayar, dan sampai skarang belum di kembalikan juga uangnya",1,0
Ribet abdet teruus,2,0
Tidak ingin d tipu lagl,1,0
punya saya ganguan terus.. gak bisa di masukin keranjang. pdahal saya mau beli,3,0
Asal kn bener aja ya,2,0
Ga aman banyak penipuan,1,0
"Chat dg Tokopedia Care... Krn Seller dan sy sepakat memperpanjang waktu proses transaksi... Awalnya dijawab otomatis by robotik sistem, selanjutnya oleh Tim Tokped Care, yang TIDAK care, dan tidak mau memahami maksud sy. Cus pergi drmu Tokped",1,0
"Gua lagi mau download lagu astaghfirullah! kenapa malah kesini astaghfirullah! Bisa gak adminnya berbaik hati gausa pasang iklan di tempat download-an segala,? Kesel gua Astaghfirullah!",1,0
Apk tolol,1,0
Tolong kasih tau cara daftar ovo di tokopedia???? Setiap saya klik aktiv ovo smsnya ngak masuk😤😤😤😤,1,0
Olshop lawak wkwkwk dapet diskon cashback sisa 3 jam mau dipake udh pengen pembayaran udh masukin pin tapi stuck gabisa dilanjutin kaya macet gitu wkwkwk promo doang gede,1,0
Tulisannya bebas ongkir tapi pas di beli ongkir 25k....BAGUS,1,0
Baik,3,0
"Tulisannya bebas ongkir pas mau pesen mlah ongkornya mahal,,, mending belanja diapp sebelah ongkir lebih murah",1,0
"Katanya bebas ongkir, trnyata di ksih tokonya jauh2 dr lokasi ku, uda antar provinsi yg ga mungkin bebas ongkir",1,0
Mantab,3,0
Kok Downloadnya berulang-ulang?,1,0
"Parahhhhhhh mau verifikasi akun jual aja susah bangetttttttt gabisa bisa padahal kuota banyakkk, udah berapakali coba tetep aja gabisa.",1,0
gua mau download vidio anjir kenapa jadi kesini bgst,1,0
"Untuk jeda pembayaran, tolong berikan jeda waktu, agar saya tidak sangat terburu-buru dalam membayar, apalagi ketika di atm, bikin males belanja. Riweuh",3,0
Kenapa sertifikat di dasboard prakerja saya belum keluar,1,0
Vvvcvvvrfv km. Kent n.Ffr . Mr.. PT tg yg tenggad TFTra brrr4 her re f. Uup,2,0
"bintang 2 dulu kalau pelayanan baik, jadi langganan",2,0
Belanja murah😉,1,0
Diperbarui malah tambah mempersulit,1,0
"Tokopedia nyusahin pengguna, pengen ubah nama di data diri aj g bsa karna udh 2 kali, trus mau msk k akun lma juga g bsa karna harus paki kode otp dari nmr lama, sdngkan nmr udh mati. Parah sih tokopedia nyusahin",1,0
"Hd,",1,0
"APLIKASI YANG MERUGIKAN.. SUDAH COMPLAIN KARENA BARANG GAK DIKIRIM SAMA PENJUAL, JASA KURIR DARI YG BEST JADI REGULAR, HARUSNYA SAMPAI 1 HARI MALAH GAK SAMPAI SAMPAI UDAH NUNGGU 1 MINGGU.. TAPI TOKOPEDIACARE MALAH MEMBELA PENJUAL YANG PENIPU SEPERTI ITU.. SUDAH NUNGGU 1 MINGGU DISURUH NUNGGU LAGI 1 MINGGU LAGI.. DASAR BODOH GAK ADA OTAK.. UTAMAKAN PELANGGAN PEMBELI BUKAN PENJUAL YANG KORUPSI DAN PENIPU SEPERTI ITU, REPSONNYA AJA LAMBAT APLIKASI TETBODOH",1,0
Aplikasi ampass...mending si oren. Mantaaav,1,0
Saya sungguh tdk kecewa karena saya belum sudah download,1,0
Ini niat ngasih kupon diskon ga sih? Diklik kuponnya muter2 terus.. Pusiang palaku.. 😅,3,0
iklan mu sering mengganggu,1,0
Ikln mulu,1,0
WHOOOOOOY...... KENAPA ABIS UPDATE G BISA RUBAH ALAMAT PENERIMA?????????????????????????,3,0
"Barang ga dikirim, minta batal pesanan ditolak, suruh TUNGGU sampe MATI",1,0
Belanja mudah pakai tokopedia,1,0
Ternyata ga bisa bayar di tempat lain....,1,0
Saldo limit play later tiba tiba hilang tanpa ada pemberitahuan .pemabayaran selalu tepat waktu dan tiba2 akun playlater di bekukan dan limit dikurangi...semakin gak jelas tokopedia .kebanyakan update makin ancur aplikasi nya😈😈😈,1,0
"Aplikasi topet nya eror gk bisa di buka padahal udah update,",1,0
Mantab,1,0
"Jujur sejak awal kemunculan e-commerce saya termasuk aktif menggunakan bahkan memiliki aku di semua aplikasi. Termasuk Tokopedia, sempat beberapa kali bertransaksi dan menyenangkan kecuali transaksi 19 Desember 2020 yang mungkin akan menjadi transaksi terakhir saya di aplikasi ini. Order dibatalkan sistem tetapi uang saya tidak kembali ke linkAja saya dong :((",1,0
setelah update yang terbaru Teks dan tulisan produk dan deskripsi produk sulit dibaca Talkback (aplikasi pembaca menghambat untuk bertransaksi,1,0
Bagus,3,0
Tolong proses permasalahan saya itu yang tentang ulasan prakerja,2,0
"Saya membeli kelas di g2academy dg kartu prakerja dan telah menyelesaikan pelatihan 100% serta sudah memberi ulasan dan rating atas kelas yg sy beli tapi knpa ada email masuk dari akun g2academy bahwa saya belum menulis ulasan dan memberi rating atas kelas yang saya beli di tokopedia dan saya mencoba beberapa kali menulis ulasan dan memberi rating ttap tidak bisa karena saya sudah menulis ulasan dan memberi rating sebelumnya... Tolong TOKOPEDIA yth,CEK kembali dan SOLUSINYA...",3,0
"Kpn nih sertifikat tgl 25 agustus 2020 keluar didashboard ?. Kerja lo kayak keong lambat taik. Tokopedia sampah saya do'ain lo cepet bangkrut, Amin 🙏🙏🙏",1,0
"Susah,masuknya,minta nmr hp terus,tidak ada pilihan ongkir",2,0
"Tolong dong ini kenapa tokopedianya eror terus ya? Setiap mau buka pelatihan prakerja selalu eror kesel banget, tolong diperbaiki",1,0
Backup melulu...g pernah dpt hdiah didunia nyata..vouchernya cuma khayalan dalam mimpi klo di dunia on line g jdi nyata.. di dunia nyata emang benar mau tukar dimana coba vauchernya klo di dunia nyata di bank ? Alfa mart ..mal2 ..sdah pnya aplikasinya,1,0
mantap,1,0
"Customer care nya sangat tidak membantu, mau chat langsung ga bisa.. Kalah sama e-commerce sebelah!!",1,0
"Halo Tokopedia yg terhormat,Pd tgl 3 september sya membeli pelatihan di Tokopedia dgn mitra pelatihan skill academy, n pd tgl 4 September sya menyelesaikn smua pelatihan tersebut, pre exam, video materi,webinar,ulasan n rating,exam, n sertifikat udh dapat dua-dua'y isi rating n ulasan di pembelian tokopedia jg udh, tp sya cek di dashboard prakerja knp tdk muncul sertifikat sya, malah dpt email di suruh isi ulasan n rating di pembelian Tokopedia, pd hal udh sya ceknudh sya isi smua'y.mengecewakan",1,0
Tokopedia ga ada aklak. Udah selesai semua ulasan sudah dikasi rating bintang 5 .dan katanya udah dikasi sertifikatnya dari pihak skill academy ke tokopedia .dibilang tunggu 7x24 jam dan dari tanggal 25 agustus sampe skrg belum juga.parah.jangan beli disni kalo kinerja nya ky gini.,1,0
di google chrom ada merek liqua liquid... di aplikasinya malah gak ada.... ....,1,0
Loading gambar produknya lama banget padahal ukuran apk kecil,2,0
perbaiki lagi.. .,1,0
sangat kecewa..baru pertama transaksi pake tokopedia saat udah bayar kq tiba2 dibatalkan oleh sistem katanya mencurigakan.huft....saat mau belanja lagi cb ne yg tdinya bisa d pake malah sekarang gk bisa....,1,0
Ini aplikasi kok tidak bisa dibeli padahal sudah di pencit metode pembayaran,1,0
Pingiin skali berlangganan d Tokopedia maaciiih,3,0
Selalu error,1,0
Iklan nya dimana mana. Saya tak suka,1,0
Mau update susah bgt.. mending shopee ajalah,2,0
"Toko pedia kenapa si di free ongkir min, aku pesan tanggal 4, barang belum di terima samapi sekarang tanggal 24 :-( tokonya sampe binggung min",2,0
Pelayanan Tokopedia sangat buruk dan lambat.,1,0
"masa saldonya ga bisa dicairin mendingan diapus, biarin makan dah tuh itung"" sedekah sama buat beli kaen kafan",1,0
"Sampah , dah beli pake kupon lgsg di cancel sama aplikasinya + kupon nya ilang semua",1,0
"Ga jelas,, transaksi gagal terus.... Pembayaran jadi saldo Aaaarrhgghhhhh.",1,0
"Saya kasih 1 bintang dlu, kemaren saya pesan barang kemudian di konfirmasi sama pelapak kalau barangnya kosong tapi saya balas chat.y selang 2 menit dan saya chat terus menerus tapi gak ada respon sampai sekarang, saya sangat kecewa karna pelapak dalam posisi online, dan tolong kalau mmang barang.y sudah kosong jangan di pasang lagi di search supaya pembeli tidak melakukan pembayaran.",1,0
Harusnya ongkirnya jangan bayar gratis ajah,1,0
im newbie,3,0
Apk gak jls masa saya sudah beli barang ditokopedia dan saya bayar lewat jenius pay ga ada semenit tiba tiba pesanan dibatalkan duit ga kembali dijenius pay saya sudah ngalamin 2 × tolong kepada pihak Tokopedia diselesaikan,1,0
Kog tetep suruh bayar ongkir?,3,0
Aplikasi apaan ini kemarin penjual cancel pesanan karena habis stok nya terus masuk saldo Tokopedia setela itu gue tarik saldonya pakai ATM setela di tarik saldonya gak ada di ATM tolong dong balikin uang saya,1,0
"Waduh, saya baca ulasannya koq kebanyakan jelek ya? Baru mau install tokped , gak jadi dah.",2,0
"kok ngk bisa tukar tambah ya ,pas mau tukar tambah ada tulisan maaf ,model hp anda belum dapat di gunakan untuk tukar tambah, tolong solusinya dong",1,0
Halo Tokopedia kenapa ya saya sudah pesan dari tiga hari yang lalu kenapa blom sampai ya dan juga pas saya cek detail status masih menunggu pickup terus ya dari kemaren blom ada perkembangan tolong ya tokped ini kenapa?? :(,2,0
Iklan troos,1,0
sangat buruk top up grab driver belum masuk sampe sekarang padahal udh melakukan pembayaran ke alfaa mart,1,0
Saya tidak bisa membeli jenis tembakau legal di aplikasi ini saya sangat kecewa dengan aplikasi ini,1,0
"Sumpah jngan downlod app ini cok, kalian bakalan nyesel, beli baju datang nya hp Nyesel banget",1,0
