content,score,sentimen,content_clean
Bantuan pusat layanan kurang,1,0,bantu pusat layan
"Tolong buat aplikasi, saya beli barang sudah 10 hari nunggu tapi ga ada respon",1,0,aplikasi beli barang tunggu respon
Kualitas CS TOKOPEDIA kog memprihatinkan.Ditanya apa jawabnya apa.Lebih bodoh lg yg rekrut mereka.Kelihatan CS hasil KKN diliat SDM.nya kelihatan Bodohnya minta ampun. Kalo hsil rekrutmen profesional sdh pasti berkualitas,1,0,kualitas cs tokopedia prihatin bodoh rekrut cs hasil kkn liat sdm bodoh ampun hsil rekrutmen profesional kualitas
"Bintang 2 dulu Baru mau unduh dan coba daftar,apa bener gratis ongkir dan tidak bohong seperti APK yang lain??",2,0,bintang unduh coba daftar gratis ongkir bohong aplikasi
"Min tolong dong kalo TopUp Game Adain Pembayaran via Pulsa nya Biar enak,Sekian Terima Kasih Min",3,0,topup game adakan bayar via pulsa biar enak sekian terima kasih
Konyol,1,0,konyol
"Belanja di tokopedia ad uang kembalian 80rb kok nggk di kembaliin/di trnsfr.dia bilang mau di trsnfr,pdhl ak pakai jasa gojek kl emng jujur past di ttp sm gojek.cuma alesan mau di trsfr.tp kenyataanya O.lumayanlah 80rb,kadang aj yg 5000/10.000 aj di tagih.smpai di ulasan di maki"".males nggk mau tlf""call center nggk mau hub yg jualan,percuma ngabis""in pulsa.di chat sm yg punya toko sudah di wa sudah tp cuma nanti,nanti.bla,bla,bla...",1,0,belanja tokopedia uang kembali ribu kembaliin trnsfr bilang trsnfr pakai jasa gojek jujur past gojek alas trsfr kenyataanya lumayan ribu kadang tagih ulas maki malas tlf call center hub jual ngabis pulsa chat toko wa
Lumayan..,2,0,lumayan
"aplikasi koontoll, janji palsu cashback. setelah barang diterima malah pembatalan cashback. ANJINGGG!!!",1,0,aplikasi koontoll janji palsu cashback barang terima batal cashback anjinggg
Kena tipu 2 jt gk dibalikin :{,1,0,kena tipu juta balik
"Penjual bisa dengan segera menghapus barang dagangannya setelah barang diterima pembeli, mengakibatkan pembeli tidak bisa klik tombol komplain (tombol tidak bereaksi) dan juga tidak bisa membuat ulasan barang. Jelas disini ada celah untuk penipuan menjadi terakomodir karena pembeli tidak terlindungi, dan data ulasan/reviu terhadap barang/penjual menjadi tidak seluruhnya akurat. Saya perhatikan juga barang-barang tiruan/palsu diberi label original sudah semakin marak di Tokopedia.",1,0,jual hapus barang dagang barang terima beli akibat beli klik tombol komplain tombol reaksi ulas barang celah tipu terakomodir beli lindung data ulas reviu barang jual akurat perhati barang barang tiru palsu label original marak tokopedia
Aplikasi cukup baik,3,0,aplikasi
Notif pemberitahuan chat kok ga muncul ya udah lama kyak gitu...pas buka tokped baru ketauan ada chat..udah atur setting sm install ulang tetep aja..tanya ke org yg lain ternyata nasibnya sama ga ada notif jg..tolong diperbaiki..,2,0,notifikasi pemberitahuan chat muncul pas buka tokopedia tau chat atur setting install ulang orang nasib notifikasi baik
Cashback abal2,1,0,cashback abal
aplikasi ini membuat saya emosi saja kenapa sih ongkirnya mahal sekali😡😡😡😡,1,0,aplikasi emosi ongkirnya mahal
Ribet belanja di sini. Brng dan ongkir mahalan ongkir nya kurang bagus.. udah lahhh lemmot lambat mau loding,3,0,ribet belanja barang ongkir mahal ongkir bagus lahhh lemmot lambat loading
Proses sertifikat...molor terus,1,0,proses sertifikat molor
saya mau pesan kacamata bacamya satu untuk laki2,1,0,pesan kacamata bacamya laki
Wey deplover ga ada otak ni masa lu taro iklan di situs situs steraming video sampe gw nda bisa nonton ni gara gara lu taii kalo mau populer jangan gitu dong,1,0,wey deplover otak taro iklan situs situs steraming video nonton gara gara taii populer
kenapa untuk mengirim ulasan tidak bisa,3,0,kirim ulas
Untuk berbelanja dan pelayanan yang memuaskan konsumen,1,0,belanja layan muas konsumen
"3 kali belanja cash back nya tetep gak muncul, gimanasih ????.... kalo gak niat ngasih cash back jangan di iming - imingi.",1,0,belanja cash back muncul gimanasih niat cash back iming imingi
Untuk kemudahan,1,0,mudah
"Aplikasi GJ,masih mending lazada bener disini free ongkir,cuma cari brng nya susah pokoknya rugi install aplikasi TokPed:/",1,0,aplikasi gj mending lazada free ongkir cari barang susah pokok rugi install aplikasi tokopedia
Masa beli paket data gagal mulu,1,0,beli paket data gagal
Belum ada pengalaman,3,0,alam
Iklan lu ganggu banget!!!!,1,0,iklan ganggu banget
Saya mendapatkan hadiah iphon XS dn akn sgara di kirim apakah itu bnar,1,0,hadiah iphon xs akn sgara kirim bnar
Hai hai hai hai hai halo halo halo halo mengapa mengapa mengapa aku baru tau bisa beli online aku kasih bintang lima deh keren soalnya,1,0,beli online kasih bintang keren
Kok mau komplain susah sekali yaaa. Coba lagi coba lagi...pdhl sinyal uda kuat. Bnyk paket yg mau dikomplain tp ngk bisa2,3,0,komplain susah coba coba sinyal kuat paket komplain
BISA BISANYA OTAKU DESU KALO KEPENCET SCREENNYA MUNCUL INIIIII TERUS,1,0,bisa otaku desu pencet screennya muncul iniiiii
"Terlalu ribet , untuk ganti nomer hp aja harus pake ktp dan buku rekening segala , kan ga semuanya punya buku rekening min Kalo terlalu ribet begini bisa² malah lari ke kompetitor sebelah ni",1,0,ribet ganti nomor hp pakai ktp buku rekening buku rekening ribet lari kompetitor belah
Aku tertarik ama tokopedia karena mesti di instagram gua mesti ada banner tokopedia jualan akun misalnya akun free fire kan biasanya gak terpercaya kalo ini aku belum tau. Pengguna baru. Thank-DR,3,0,tarik tokopedia instagram banner tokopedia jual akun akun free fire percaya guna terima kasih
Paket 75 gb,1,0,paket gb
Kok ngirim kode verifikasi nya lama banget sih lelet padahal sinyal nya bagus baru mau daftar aja udah ngeselin padahal udah berkali kali tetep aja lama.,1,0,kirim kode verifikasi banget lelet sinyal bagus daftar kesal kali
Saya merasa kecewa banget biasanya tokopedia lancar lancar aj tiba tiba kemarin say order tranksaksi di batalkan pihak tokopedia lalu sy tarik saldo pun juga susah banget katanya terjadi kecurangan maksudnya apa? WHAT THE HELL IS THIS!!!,2,0,kecewa banget tokopedia lancar lancar kemarin order tranksaksi batal tokopedia tarik saldo susah banget curang maksud what hell
"Toped sekarang parah aplikasinya,mau apa2 juga selalu muncul notif terjadi kesalahan....👎👎👎",1,0,tokopedia parah aplikasi muncul notifikasi salah
"Saya penerima kartu prakerja, saya beli pelatihan di tokopedia tanggal 11 Mei dan saya kerjakan pelatihan tersebut tanggal 14 mei ketika saya sudah selesai dan ingin memberi rating dan ulasan ke lembaga pelatihan tersebut melalui tokopedia selalu saja gagal dan tulisannya adalah Gagal Mereview silahkan coba lagi dan itu terjadi sampai hari ini, akibatnya sertifikat saya masih 0 dan status pelatihan saya masih aktif. Bagaimana ini? Apa yang harus saya lakukan? Tolong di respon",3,0,terima kartu prakerja beli latih tokopedia tanggal mei kerja latih tanggal mei selesai rating ulas lembaga latih tokopedia gagal tulis gagal mereview silah coba akibat sertifikat status latih aktif laku respon
ZwQ,1,0,zwq
Tokopedia tolong dikondisikan nge hack situs kok kemana mana. Saya buka link ini yg kebuka malah Tokopedia Begitu pun juga link yg lain. Ini selalu terjadi ber ulang ulang. Membuat tidak nyaman .,1,0,tokopedia kondisi hack situs buka link buka tokopedia link ulang ulang nyaman
"Turunin aja bintangnya. Naikin lagi kalo udah diperbaiki, tiap beri ulasan kelas di prakerja gagal atau error terus bikin insentif ngga cair.",1,0,turun bintang naik baik ulas kelas prakerja gagal error insentif cair
Parah pisan.....,1,0,parah pis
"B, z",1,0,
Burrik enan lazada,1,0,burrik enan lazada
CV. Bc,3,0,cv bc
Habis di updated knp ga bisa masuk ke aplikasi. Katanya gangguan jaringan. Padahal masuk ke aplikasi lain ga ada masalah dgn jaringan.,2,0,habis updated masuk aplikasi ganggu jaring masuk aplikasi jaring
Mantappp,1,0,mantap
"Trobel terus di minggu ini gak bisa di buka. Cek koneksi terus padahal internet lancar jaya. Buat trobosan baru, di menu pembayaran yg bisa di akses melalus pulsa hp. Intinya bisa bayar pakai pulsa untuk beli produk.",1,0,trobel minggu buka cek koneksi internet lancar jaya trobosan menu bayar akses melalus pulsa hp inti bayar pakai pulsa beli produk
rendem saya tidak bisa digunakan,3,0,rendem
Bikin iklan jangan di web download GOBLOK!!!! Ngespam iklan ngak kayak gitu juga ajg,1,0,iklan web download goblok ngespam iklan ajg
Mantap,2,0,mantap
Jangan paksa orang utk download bos.. walau buka uc aja di paksa get app terus,1,0,paksa orang download bos buka uc paksa get aplikasi
"Pake kupon katanya cashback sampe 50% maks 20rb.Belanja 100rb kirain cashback bakalan 10rb lebih, lah ini cuman 10 perak 😀 Mau gratis ongkir, ga smua barang bisa gratis ongkir malah barang"" ga penting yg bisa. Kupon banyak ga ada yg berguna, heran tololpedia 😀",2,0,pakai kupon cashback maks ribu belanja ribu kirain cashback ribu perak gratis ongkir barang gratis ongkir barang kupon guna heran tololpedia
Bintang 3 dulu y.sebentar lg saya akan memesan barang.jika barang sudah sampai di tangan saya dengan keadaan baik bintang 5 akan secepatnya menyusul,3,0,bintang sebentar mes barang barang tangan bintang cepat susul
Respon untuk prakerjanya lama sangat di sayangkan,1,0,respon prakerjanya sayang
Tolol MASAK MAU tuker tambah kurir gk yang mendukung APLIKASI TOLOL GITU AJA GK BISA SEGITU BANYAK KURIR DI MUKA BUMI SATUPUN GK AD TOLOL KNAPA GW DMN? DI GARUT KOTA MASA GK AD SEGITU BANYK SUSAH AMET MAU TUKER TAMBAH NYESEL GW COBA,1,0,tolol masak tukar kurir dukung aplikasi tolol kurir muka bumi satu tolol dmn garut kota banyk susah amet tukar sesal coba
Busuk mau belanja tiba-tiba dibatalkan,1,0,busuk belanja batal
Federer draf cetak de xD eh sextile dr destinasi X rezeki,2,0,federer draf cetak xd sextile destinasi rezeki
"Mohon tindak lanjuti penjual yang menyepelekan pembeli,masa baru saja dichat saya langsung order,langsung bayar tapi tidak direspon,,penjual gila...",2,0,mohon tindak lanjut jual sepele beli dichat langsung order langsung bayar direspon jual gila
"Tokopedia ga mengerti apa , cape2 buat transfer ke atm tau nya dibatalkan kalian punya hati ga ujan2an nih , kalo ganiat ga usah promo woy , copot dah ga asik lu",1,0,tokopedia erti cape transfer atm batal hati ujan ganiat promo copot asyik
Menyenang kan,1,0,senang
"Hanya di Tokopedia yang pembayarannya gak jelas. Pembayaran melalui tokopedia dan rekening pribadi seller untuk tambahan ongkirnya. Tokopedia hanya memberi link bukan solusi, pastinya toped sudah tau.🤔",1,0,tokopedia bayar bayar tokopedia rekening pribadi seller tambah ongkirnya tokopedia link solusi pasti tokopedia
"Tadinya bintang 5 ,, cuma kecewa karena ga bisa ganti nama toko (nama cuma satu kali dan bersifat permanen / harus bikin akun lagi) . . .",1,0,bintang kecewa ganti nama toko nama sifat permanen akun
Weuyah tah mere bintang 1,1,0,weuyah tah mere bintang
Ovo x lazada MaNTuLLLLLLLLLLLLLLLL,2,0,ovo lazada mantullllllllllllllll
Sekola,1,0,kola
Untuk saat ini masih okelah 👍,3,0,oke
"Ga ada filter barang bekas skrg, padahal itu sangat membantu",1,0,filter barang bekas bantu
"Tai bet, transaksi pertama, dpt kupon potongan 30rb. Begitu gw transfer dan make tuh kupon, auto di cancel orderan gw ama sistem brengsek lo. TAI LO EMANG!!!",1,0,tai bet transaksi kupon potong ribu transfer pakai kupon auto cancel order sistem brengsek tai
Dr at,3,0,
"Suda sya bilang, nyari iklan yang bersih woy! Saya lg nonton anime masih aja ganggi iklan aplikasi ini!!",1,0,bilang cari iklan bersih nonton anime ganggi iklan aplikasi
"Saya kasih 2 bintang dulu,mau coba dulu",2,0,kasih bintang coba
uang ku 5ribu mana cok.. wifi id . gak isa digunakan goblok. tolol. kontol,1,0,uang ribu cok wifi id isa goblok tolol kontol
Bagus,3,0,bagus
Ada fitur batal otomatis jadi gak bisa dibatalkan secara manual sehingga penjual mempermaikan waktu pengirimannya😔😔😔,2,0,fitur batal otomatis batal manual jual permai kirim
kenapa tidak bisa memberi ulasan setelah saya beli voucher di kelas tempo institute.. padahal kalau tidak diberi rating atau ulasan dana insentif saya tidak bisa cair.....terus solusinya bagaimana ?,1,0,ulas beli voucher kelas tempo institute rating ulas dana insentif cair solusi
"Apaan sih, mau kasih ulasan gagal terus, payah, bagusan yg orange",1,0,kasih ulas gagal payah bagus orange
Bagus,1,0,bagus
Blang ny gratis ongkir..mlah ongkir ny 68,1,0,blang gratis ongkir ongkir
Gajelas. Baru pertama belanja udh sukses eeh di cancle sama pihak tokped karna gunain voucher. Dana dibalikin tp voucher hilang ga dikembaliin. Tau deh,1,0,belanja sukses eeh cancle tokopedia voucher dana balik voucher hilang dikembaliin
Kena saat ingin melakukan pinjanan selalu loading....setelah loading langsung muncul ke menu awal?,1,0,kena pinjanan loading loading langsung muncul menu
Respon lambat,1,0,respon lambat
Selalu Muncul Iklan Yg Sangat Mengganggu:(,1,0,muncul iklan ganggu
Iklan terlalu banyak di google,1,0,iklan google
Lumayan,3,0,lumayan
Syudah menyelesaikan exam tgl3 dan ikut webinar tgl 4. Tapi sampai sekarang sertifikat blm muncul didashboard prakerja 🤔🤔🤔🤔,3,0,syudah selesai exam tanggal webinar tanggal sertifikat muncul dashboard prakerja
ONGKIRNYA PAKE OTAK!!!,2,0,ongkirnya pakai otak
saya beri tiga bintang duly,3,0,bintang duly
"Scan wajah lama amat udah capek wajah orang di depan kamera masih juga belum siap scan,eh gak taunya waktunya habis",1,0,scan wajah cape wajah orang kamera scan tau habis
Mohon dikirim tepat waktu bila dirumah tdk ada org tlg tlp.. Yaa..!!,3,0,mohon kirim rumah orang telepon
Gra2 hrus mengapdute jd tiap kali bka tkp susah,3,0,gra mengapdute bka tkp susah
"Kenapa tokopedia saya seperti gag ada respon, tiap kali melihat keranjang, kupon, akun, selalu gagal memuat, apa memang gangguan dr sana nya? Gag bisa belanja dirumah aja....😢😭",2,0,tokopedia respon keranjang kupon akun gagal muat ganggu belanja rumah
Sertifikat lama,3,0,sertifikat
Sangat bagus,3,0,bagus
".,,,..,.,o,,.....,.,.,.....,,..,",1,0,
mohon tingkatkan kualitasnya agar lebih baik lagi,2,0,mohon tingkat kualitas
"Maaf banget ya, biasanya aman2 aja pake sicepat reguler paket 2-3 hari nyampe, maksimal 4 hari. Lah ini ANTERAJA 7 hari blom dateng2. Tolong donk jangan pake kurir itu. Lelet banget. Yg ada bukan untung, malah rugi saya.",1,0,maaf banget aman pakai sicepat reguler paket maksimal anteraja pakai kurir lelet banget untung rugi
Terimakasih,2,0,terima kasih
Min kenapa aplikasiny tdk bsa di akses padahal jaringan internet normal,3,0,aplikasiny akses jaring internet normal
"saya baru pesen barang, di tunggu barang nya",3,0,pesan barang tunggu barang
Yanto topik,1,0,yanto topik
Aplikasinya secara tidak sengaja terhapus ketika download ulang verifikasi akun lama pake nomor telepon doank tetapi nomor saya mati ketika sudah mengajukan penggantian nomor tidak bisa lalu ada tulisan sedang terjadi gangguan di rumah tokped btw akunnya merupakan akun lama,1,0,aplikasi sengaja hapus download ulang verifikasi akun pakai nomor telepon nomor mati aju ganti nomor tulis ganggu rumah tokopedia akun akun
Gw rasanya males banget gunain Tokopedia,1,0,malas banget tokopedia
Baru coba,3,0,coba
Bagus,1,0,bagus
"Aku di tipu,masa aku beli jaket yg dateng kaos mana harganya 175ribu lagi>:(",2,0,tipu beli jaket kaos harga ribu
Ok,1,0,
Saya tdk suka iklan ini menganggu,1,0,suka iklan ganggu
Apalah ini tokped saya sedang urgent sampai jual murah barang malah di tahan saldonya buat di riview,1,0,tokopedia urgent jual murah barang tahan saldo riview
"Saya kasih bintang 1 soalnya iklan di tv muncul terus edit nya jelek cuma modal efek Boomerang masa kalah sama shopee kreatif dikit Napa bikin iklan, males nonton kalau iklan terus terusan masih medning bagus. Kamera jelek modal edit bomerang lagu nya ok lah mmayan",1,0,kasih bintang iklan tv muncul edit jelek modal efek boomerang kalah shopee kreatif iklan malas nonton iklan terus medning bagus kamera jelek modal edit bomerang lagu mmayan
"Kenapa setiap transaksi tidak bisa menggunakan saldo tokopedia?? Di pilihan pembayaran tidak muncul saldo tokopedia kalaupun muncul ketika di verifikasi malah gak bisa, semakin sering di update semakin buruk",2,0,transaksi saldo tokopedia pilih bayar muncul saldo tokopedia muncul verifikasi update buruk
"Semakin lama, semakin hari, Aplikasi ini makin kayak Tai, mempersulit orant jualan, iklan dihapus terus!!! DI SHOPEE gak susah kayak gini amat!!!",1,0,aplikasi tai sulit orant jual iklan hapus shopee susah
Trimksih toko pedia..sdh mmbantu kami blanja jd lbh mudh..,3,0,trimksih tokopedia bantu belanja mudh
"Mohon maap sekrng toped jelek bgt kadang laporan2 suka lama bgt bisa amp 1 bulanan lohh , alo dulu2 alo da kendala laporan palingan 3 hari masalah selesai . Contoh nya kaya uang nyangkut gt",2,0,mohon maaf sekrng tokopedia jelek banget kadang lapor suka banget amp bulan lohh alo alo kendala lapor paling selesai contoh kaya uang
Kasih dulu atu aja masalahnya lom tau persis nich aplikasi...,1,0,kasih atu persis nich aplikasi
tolong min di balikin lg ke kurir si cepat.mentang2 gratis ongkir pke kurir anter aja payah kurirnya lelet..orderan sy dh 4 hari blm sampe2 biasany 24 jam via si cepat...jauh di bandingin si cepat.....,2,0,balik kurir cepat mentang gratis ongkir pakai kurir payah kurir lelet order biasany jam via cepat bandingin cepat
Maaf mbak aplikasi nya kok jadi error orang saya ga pesen apapun malah dapat paket lagi ...🙏🙏🙏,1,0,maaf mbak aplikasi error orang pesan apa paket
"Di upgrade koq malah lemot ya, ga bisa apa2 Pdhl kn mo belanja😩😩",2,0,upgrade lot belanja
lemot,2,0,lot
"Saya kecewa dengan Tokopedia tiba2 transaksi yang sdh Sukes bisa hilang,,, gara2 GK ngasih ulasan di toped saya tidak bisa menyelesaikan pelatihan.",1,0,kecewa tokopedia transaksi sukes hilang gara ulas tokopedia selesai latih
"Katanya dapat hadiah,..... Apakah ini benar atau tipu- tipu?...",1,0,hadiah tipu tipu
Huuuuuuiiuuuuuuuuu,1,0,huuuuuuiiuuuuuuuuu
"Di Tangerang gak bisa cod,bahhhhh...... Di Iklannya aja di bisa bayar di tempat.",1,0,tangerang cod bahhhhh iklan bayar
donlot cuma gara gara BTS woooi🤣🤣🤣,2,0,download gara gara bts woooi
Saya sudah beli dan menyelesaikan pelatihan 100% tapi mau mengisi ulasan dan rating di bagian Top-up & Tagihan tidak ada..solusinya bagaimana?,1,0,beli selesai latih isi ulas rating top up tagih solusi
Good,3,0,good
Data consumen apakah bocor ?,1,0,data consumen bocor
"Mau ubah nama toko, tp gk bisa Kan saya kesel Ubah nama toko aja susah banget Pas di cari untuk cara ubah nama toko Cara penggantian nya beda Mungkin itu cara penggantian yg lama Jadi saya agak risih karena susah buat ganti nama toko",2,0,ubah nama toko kesal ubah nama toko susah banget pas cari ubah nama toko ganti beda ganti risih susah ganti nama toko
aku downlot ini karna BTS akan hadir di tokopedia 29-07-2020 jangan lupa nonton ya di tv cenelnya SCTV dan INDOSIAR jangan lupa nonton ya😽 e ini apa harus daftar dulu pakek imel,3,0,downlot bts hadir tokopedia lupa nonton tv cenelnya sctv indosiar lupa nonton daftar pakai imel
Ini kenapa suka lemot ya baru buka beranda terus gak jalan. Padahal udah upgrade. 😈,1,0,suka lot buka beranda jalan upgrade
Apakah disini bisa Top up diamond ff dengan murah,1,0,top up diamond murah
"Aplikasi babi iklan lo mending dihapus babi, buat apk gak usah pake iklan disana sini",1,0,aplikasi babi iklan mending hapus babi aplikasi pakai iklan
mantap jiwa,3,0,mantap jiwa
Aplikasi ga guna!!!!!,1,0,aplikasi
CUKUP BGUS,3,0,bagus
Mau download apapun pasti masuknya ke sini ANJING!,1,0,download apa masuk anjing
Kok barangnya tidak sesuai dgn gambar saya pesan kaos gambar serigala yg datang gambar cewe:(,1,0,barang sesuai gambar pesan kaos gambar serigala gambar cewe
Barng mahal mahal 🤔,1,0,barang mahal mahal
Good,1,0,good
gak pernah bisa ini penipuan,3,0,tipu
Saya sedikit kecewa karena sampai sekarang saya belum mendapatkan sertifikat di dashboard prakerja,3,0,kecewa sertifikat dashboard prakerja
Ribet bange cara nya,1,0,ribet bange
ribet tapi nyoba dulu,3,0,ribet coba
Setidaknya ada gratis ongkir tapi pembayaran ga harus pake paylater atau dompet digital sejenisnya. Jadi masih bisa bayar lewat indomart. Sukses terus untuk tokopedia,2,0,gratis ongkir bayar pakai paylater dompet digital jenis bayar indomaret sukses tokopedia
Aplikasi borok,1,0,aplikasi borok
Jelek,1,0,jelek
"Saya tidak bisa memberi ulasan dikarenakan saya memakai akun tokped teman saya. Sedangkan tokped hanya memperbolehkan sekali untuk ulasan.. Saya gak bisa kasih ulasan dan akhirnya sertifikat saya belum bisa muncul di dashboard prakerja saya. Solusinya gimana yaa,? Mohon pencerahannyaa",1,0,ulas pakai akun tokopedia teman tokopedia boleh ulas kasih ulas sertifikat muncul dashboard prakerja solusi gimana mohon pencerahannyaa
"Saya memakai akun fb, tapi lupa emailnya lalu diminta kode verifikasi, trs gmn?",2,0,pakai akun facebook lupa email kode verifikasi
Apk paling gue benci,1,0,aplikasi benci
"Udah bagus si,saran saya cuma jgn mahal"" lah barangnya dan kasih voucher gratis ongkir yg lebih banyak lgi kyk di shoope.klo bisa tiap hari ada voucher gratis ongkir kyk di shoope kan enak..",3,0,bagus saran mahal barang kasih voucher gratis ongkir shopee voucher gratis ongkir shopee enak
Kenapa saat ingin mengganti password tidak bisa? Terjadi keterangan eror kode *****,1,0,ganti password terang error kode
"Tadinya saya sangat ber-ekspresiasi dgn layanan tokped,tapi setelah di update,saya tidak bisa pantau orderan terakhir saya yang sejak 14 jam ini. Tolong diperbaiki dh. Minimal saya punya berkas data terakhir orderannya.",2,0,ekspresiasi layan tokopedia update pantau order jam baik minimal berkas data order
Eh eh 21,1,0,
Awalnya kasi bintang 5. Pas coba belanja eh penjualnya ga bertanggung jawab. Barang rusak di kirim padahal udah bayar mahal2.performanya ga kaya sho*ee.baru coba belanja di tokped malah ketipu. Ga lagi2 dah mending setia sama yg oren,1,0,kasih bintang pas coba belanja jual tanggung barang rusak kirim bayar mahal performa kaya sho ee coba belanja tokopedia tipu mending setia oren
"Setiap ada notifikasi baru dari pelangan tidak pernah bunyi, padahal sudah di seting, tp kalau giliran iklan bunyi trus,,,,, TOLONG JANGAN BISA NYA IKLAN DOANG YG BUNYI DI NOTIFIKASI DONG !!!",1,0,notifikasi pelang bunyi ting gilir iklan bunyi iklan doang bunyi notifikasi
Tkpd itu lumayan bagus,3,0,tkpd lumayan bagus
Gak kasih bintang karna aplikasi ini kaya tak aj.. Barangnya murah tapi ongkirnya minta apun mahal sekali onkirnya beda dong dgn apk lasada barngnya murah ongkirnya jg sesuai..,1,0,kasih bintang aplikasi kaya barang murah ongkirnya apun mahal onkirnya beda aplikasi lasada barngnya murah ongkirnya sesuai
Masih dalam percobaaan☺,3,0,percobaaan
Enakan lazada,1,0,enak lazada
Aku pernah beli hedset terus barangnya itu kayak second baru 1bulan dah rusak (sekarang dah nggak bisa diapa apain lagi....),2,0,beli hedset barang second rusak apa apain
Saya mau beli. Tapi alamat pembeli kok di atur otomatis lewat GPS. Alamat saya di jombang tapi saya mau belanja di tokopedia masih di daerah blitar. Otomatis GPS ikut di blitar. Aku mau kirim belanja tersebut di alamat jombang. Tolong di perbarui buat alamat pengiriman. Jangan di atur otomatis pakek GPS. Terima kasih.,2,0,beli alamat beli atur otomatis gps alamat jombang belanja tokopedia daerah blitar otomatis gps blitar kirim belanja alamat jombang baru alamat kirim atur otomatis pakai gps terima kasih
💩,1,0,
Lemot,3,0,lot
Kk ini aplikasi toko pedia bebas ongkir ini nanti yg nangung seller apa dari pihak toko pedia ya,3,0,aplikasi tokopedia bebas ongkir nangung seller tokopedia
Mengganggu orang lg donwload.,1,0,ganggu orang download
"Setelah berpuluh kali mencoba ajukan klaim baru berhasil. Saya kasih bintang tiga dulu, kalau sudah kelar baru saya up lagi bintangnya.",3,0,puluh coba aju klaim hasil kasih bintang kelar up bintang
Update melulu....perbedaannya nggak ada? 🤔😔 Tampilan tetep saja.....,2,0,update melulu beda tampil
Fix gua ga bakal download lu,1,0,fix download
"Saya Tessuhairi peserta prakerja, menurut saya pelayanan di Tokopedia mengecewakan,untuk pertama nya saya melakukan pembayaran melalui mitra platform Tokopedia ini dan pengalaman yang saya rasakan sangat kecewa, lambat berbelit-belit lagi terimakasih Tokopedia dan Skill Academy semoga kursus yang saya ikuti di pintaria (prakerja) yang pembayarannya melalui mitra platform Tokopedia ini dapat bermanfaat dan mendapatkan sertifikat dan cukup sekali ini aja kapok-kapok.",1,0,tessuhairi serta prakerja layan tokopedia kecewa bayar mitra platform tokopedia alam rasa kecewa lambat belit belit terima kasih tokopedia skill academy moga kursus ikut pintaria prakerja bayar mitra platform tokopedia manfaat sertifikat kapok kapok
aplikasi buruknya. Jangan ada yang mau download aplikasi ini!!!!!!!!,1,0,aplikasi buruk download aplikasi
Keamanan data harus nomor 1,1,0,aman data nomor
Bohong,1,0,bohong
"Parahhhh..sinyal bagus tapi gk bisa dibuka aplikasi apa,an ini...lebih mantap shopee",1,0,parahhhh sinyal bagus buka aplikasi mantap shopee
Saya sangat kecewa dan nyesal karna downlod apk ini! :(😒,1,0,kecewa sesal download aplikasi
jbagus,1,0,jbagus
Harganya mahal tolong di kurangi ya menjadi 2000,3,0,harga mahal kurang
Kenapa susah daftar jualan di tokopedia? 🤔,3,0,susah daftar jual tokopedia
Kurang memuaskan,1,0,muas
"gmana sih cara krja sekelas tokopedia, no hp sma alamat email saya bisa d ambil sma orang lain,dana itu mngatasnamakan transaksi dried tokopedia,krja sma pula tuh smpe mngatasnamakan pihak bank,dana akan de ksih hadiah,..untung de rek saldo sikit,klo bnyak udah gak kbanyang deh,bukti transaksi msih ada kalo kalian prlu..",1,0,krja kelas tokopedia hp alamat email ambil orang dana mngatasnamakan transaksi dried tokopedia krja mngatasnamakan bank dana kasih hadiah untung rekening saldo sikit kbanyang bukti transaksi prlu
Dri tadi mau instal aplikasi tapi nggak bisa mulu,2,0,install aplikasi
Ini kok point OVO ku tiba² ilang? Jadi 0 rupiah.. gmna nih? Hadehhhhh,1,0,point ovo hilang rupiah hadehhhhh
Mau tarik saldo susah bngt 😠😠😠😠,1,0,tarik saldo susah banget
KEMANAN AKUN TIDAK DAPAT DI PERCAYA. SORRY DARI ⭐5 Dari olshop terbaik jadi hancur gini semoga cepat di sekesaikan dan data pengguna DIJAMIN KEAMANANNYA.,1,0,keman akun percaya sorry olshop baik hancur moga cepat sai data guna jamin aman
Aku nggak suka Tokopedia katanya bebas ongkir padahal enggak aku mau beli paworbenk tapi pertama Tama aku tanya dulu kakak aku kak ini bebas ongkir kan tapi dia bilang tidak...,1,0,suka tokopedia bebas ongkir beli paworbenk tama bebas ongkir bilang
lumayan,3,0,lumayan
"Bobrok sekali ya Tokopedia, saya sudah pelatihan sejak tanggal 26 Agustus sampai hari ini sudah 16 hari saya tidak mendapatkan sertifikat di dashboard prakerja. Saya tulis ulasan tidak bisa tolong dong dibantu cepat..!!!!",1,0,bobrok tokopedia latih tanggal agustus sertifikat dashboard prakerja tulis ulas bantu cepat
"Tolong di perbaiki kenapa fasilitas ngirim ke banyak alamat di hilangkan,",3,0,baik fasilitas kirim alamat hilang
Harus banget beli voucher pecahan satu persatu,1,0,banget beli voucher pecah satu
